qpu_sampling_time,qpu_anneal_time_per_sample,qpu_readout_time_per_sample,qpu_access_time,qpu_access_overhead_time,qpu_programming_time,qpu_delay_time_per_sample,post_processing_overhead_time,total_post_processing_time,problem_formulation_time,connection_time,embedding_time,response_time,sample_fetch_time,Height,Width
496800.0,20.0,207.86,512566.37,6064.63,15766.37,20.54,8629.0,1726.0,0.6817407608032227,2.2005960941314697,0.1047358512878418,13.274325609207153,0.0038442611694335938,29,29
460760.0,20.0,189.84,476526.37,7018.63,15766.37,20.54,6865.0,2100.0,0.7576534748077393,2.1387763023376465,0.10836911201477051,28.232597589492798,0.0038313865661621094,30,30
532320.0,20.0,225.62,548087.97,9816.03,15767.97,20.54,7082.0,1690.0,0.850130558013916,4.6862733364105225,0.18834376335144043,12.033332824707031,0.003964424133300781,31,31
530040.0,20.0,224.48,545811.57,9109.43,15771.57,20.54,12449.0,663.0,1.1033852100372314,3.5099167823791504,0.19889521598815918,22.995164394378662,0.006973743438720703,32,32
477840.0,20.0,198.38,493601.17,8242.83,15761.17,20.54,5803.0,1906.0,0.6887900829315186,1.9246270656585693,0.08487367630004883,5.471647262573242,0.004823446273803711,33,33
515880.0,20.0,217.4,531646.37,9057.63,15766.37,20.54,10746.0,3990.0,2.2001609802246094,3.184373140335083,0.12477755546569824,44.693631172180176,0.004467964172363281,34,34
412600.0,20.0,165.76,428528.77,2465.23,15928.77,20.54,5843.0,1773.0,1.4593102931976318,2.053952932357788,0.06340384483337402,13.11109209060669,0.0029952526092529297,35,35
537000.0,20.0,227.96,552770.77,10179.23,15770.77,20.54,12490.0,2305.0,2.439474105834961,2.293839454650879,0.13500380516052246,45.900134801864624,0.004624128341674805,36,36
495200.0,20.0,207.06,510969.57,6803.43,15769.57,20.54,13224.0,1047.0,5.320460796356201,3.7197623252868652,0.21056532859802246,29.447721004486084,0.008227109909057617,37,37
420640.0,20.0,169.78,436566.77,2206.23,15926.77,20.54,8245.0,695.0,2.270954132080078,2.2763848304748535,0.16316652297973633,41.17877221107483,0.004962444305419922,38,38
538240.0,20.0,228.58,554010.37,8353.63,15770.37,20.54,22907.0,2953.0,1.1329834461212158,1.9101381301879883,0.07161545753479004,58.04429483413696,0.0057146549224853516,39,39
419520.0,20.0,169.22,435449.57,2973.43,15929.57,20.54,14409.0,590.0,1.8814799785614014,2.371758222579956,0.13544011116027832,68.89387655258179,0.005192756652832031,40,40
522920.0,20.0,220.92,538689.57,7847.43,15769.57,20.54,12656.0,1115.0,2.207354784011841,2.1770808696746826,0.13916492462158203,15.318942546844482,0.005403757095336914,41,41
542920.0,20.0,230.92,558683.17,11564.83,15763.17,20.54,16485.0,1950.0,1.485039234161377,1.6369328498840332,0.08175110816955566,29.214200019836426,0.005372762680053711,42,42
548200.0,20.0,233.56,563973.17,13065.83,15773.17,20.54,25770.0,2321.0,2.542854070663452,6.677756309509277,0.24434781074523926,84.84887194633484,0.010282516479492188,43,43
546440.0,20.0,232.68,562207.97,10813.03,15767.97,20.54,12034.0,2083.0,2.9914305210113525,2.6117026805877686,0.09462213516235352,132.64974284172058,0.003817319869995117,44,44
